Chapter,Verse,Concept,Keyword,Sanskrit,English,Speaker,Sanskrit ,Swami Adidevananda,Swami Gambirananda,Swami Sivananda,Dr. S. Sankaranarayan,Shri Purohit Swami,chapter,verse,speaker,sanskrit,translation,question,Shloka,Sanskrit Word,English Meaning,Hindi Meaning
3,,,,,,,,,,,,,,,,,,,20,tat tat,that (alone),
3,,,,,,,,,,,,,,,,,,,20,eva,certainly,
3,,,,,,,,,,,,,,,,,,,20,itaraḥ,common,
3,,,,,,,,,,,,,,,,,,,20,janaḥ,people,
3,,,,,,,,,,,,,,,,,,,20,saḥ,they,
3,,,,,,,,,,,,,,,,,,,20,yat,whichever,
3,,,,,,,,,,,,,,,,,,,20,pramāṇam,standard,
3,,,,,,,,,,,,,,,,,,,20,kurute,perform,
3,,,,,,,,,,,,,,,,,,,20,lokaḥ,world,
3,,,,,,,,,,,,,,,,,,,20,tat,that,
3,,,,,,,,,,,,,,,,,,,20,anuvartate,pursues,
3,,,,,,,,,,,,,,,,,,,21,karmaṇā,by the performance of prescribed duties,
3,,,,,,,,,,,,,,,,,,,21,eva,only,
3,,,,,,,,,,,,,,,,,,,21,hi,certainly,
3,,,,,,,,,,,,,,,,,,,21,sansiddhim,perfection,
3,,,,,,,,,,,,,,,,,,,21,āsthitāḥ,attained,
3,,,,,,,,,,,,,,,,,,,21,janaka,ādayaḥ,
3,,,,,,,,,,,,,,,,,,,21,loka,saṅgraham,
3,,,,,,,,,,,,,,,,,,,21,eva api,only,
3,,,,,,,,,,,,,,,,,,,21,sampaśhyan,considering,
3,,,,,,,,,,,,,,,,,,,21,kartum,to perform,
3,,,,,,,,,,,,,,,,,,,21,arhasi,you should,
3,,,,,,,,,,,,,,,,,,,21,yat yat,whatever,
3,,,,,,,,,,,,,,,,,,,21,ācharati,does,
3,,,,,,,,,,,,,,,,,,,21,śhreṣhṭhaḥ,the best,
3,,,,,,,,,,,,,,,,,,,21,tat tat,that (alone),
3,,,,,,,,,,,,,,,,,,,21,eva,certainly,
3,,,,,,,,,,,,,,,,,,,21,itaraḥ,common,
3,,,,,,,,,,,,,,,,,,,21,janaḥ,people,
3,,,,,,,,,,,,,,,,,,,21,saḥ,they,
3,,,,,,,,,,,,,,,,,,,21,yat,whichever,
3,,,,,,,,,,,,,,,,,,,21,pramāṇam,standard,
3,,,,,,,,,,,,,,,,,,,21,kurute,perform,
3,,,,,,,,,,,,,,,,,,,21,lokaḥ,world,
3,,,,,,,,,,,,,,,,,,,21,tat,that,
3,,,,,,,,,,,,,,,,,,,21,anuvartate,pursues,
3,,,,,,,,,,,,,,,,,,,22,na,not,
3,,,,,,,,,,,,,,,,,,,22,me,mine,
3,,,,,,,,,,,,,,,,,,,22,pārtha,Arjun,
3,,,,,,,,,,,,,,,,,,,22,asti,is,
3,,,,,,,,,,,,,,,,,,,22,kartavyam,duty,
3,,,,,,,,,,,,,,,,,,,22,triṣhu,in the three,
3,,,,,,,,,,,,,,,,,,,22,lokeṣhu,worlds,
3,,,,,,,,,,,,,,,,,,,22,kiñchana,any,
3,,,,,,,,,,,,,,,,,,,22,na,not,
3,,,,,,,,,,,,,,,,,,,22,anavāptam,to be attained,
3,,,,,,,,,,,,,,,,,,,22,avāptavyam,to be gained,
3,,,,,,,,,,,,,,,,,,,22,varte,I am engaged,
3,,,,,,,,,,,,,,,,,,,22,eva,yet,
3,,,,,,,,,,,,,,,,,,,22,cha,also,
3,,,,,,,,,,,,,,,,,,,22,karmaṇi,in prescribed duties,
3,,,,,,,,,,,,,,,,,,,23,yadi,if,
3,,,,,,,,,,,,,,,,,,,23,hi,certainly,
3,,,,,,,,,,,,,,,,,,,23,aham,I,
3,,,,,,,,,,,,,,,,,,,23,na,not,
3,,,,,,,,,,,,,,,,,,,23,varteyam,thus engage,
3,,,,,,,,,,,,,,,,,,,23,jātu,ever,
3,,,,,,,,,,,,,,,,,,,23,karmaṇi,in the performance of prescribed duties,
3,,,,,,,,,,,,,,,,,,,23,atandritaḥ,carefully,
3,,,,,,,,,,,,,,,,,,,23,mama,my,
3,,,,,,,,,,,,,,,,,,,23,vartma,path,
3,,,,,,,,,,,,,,,,,,,23,anuvartante,follow,
3,,,,,,,,,,,,,,,,,,,23,manuṣhyāḥ,all men,
3,,,,,,,,,,,,,,,,,,,23,pārtha,"Arjun, the son of Pritha",
3,,,,,,,,,,,,,,,,,,,23,sarvaśhaḥ,in all respects,
3,,,,,,,,,,,,,,,,,,,24,utsīdeyuḥ,would perish,
3,,,,,,,,,,,,,,,,,,,24,ime,all these,
3,,,,,,,,,,,,,,,,,,,24,lokāḥ,worlds,
3,,,,,,,,,,,,,,,,,,,24,na,not,
3,,,,,,,,,,,,,,,,,,,24,kuryām,I perform,
3,,,,,,,,,,,,,,,,,,,24,karma,prescribed duties,
3,,,,,,,,,,,,,,,,,,,24,chet,if,
3,,,,,,,,,,,,,,,,,,,24,aham,I,
3,,,,,,,,,,,,,,,,,,,24,sankarasya,of uncultured population,
3,,,,,,,,,,,,,,,,,,,24,cha,and,
3,,,,,,,,,,,,,,,,,,,24,kartā,responsible,
3,,,,,,,,,,,,,,,,,,,24,syām,would be,
3,,,,,,,,,,,,,,,,,,,24,upahanyām,would destroy,
3,,,,,,,,,,,,,,,,,,,24,imāḥ,all these,
3,,,,,,,,,,,,,,,,,,,24,prajāḥ,living entities,
3,,,,,,,,,,,,,,,,,,,25,saktāḥ,attached,
3,,,,,,,,,,,,,,,,,,,25,karmaṇi,duties,
3,,,,,,,,,,,,,,,,,,,25,avidvānsaḥ,the ignorant,
3,,,,,,,,,,,,,,,,,,,25,yathā,as much as,
3,,,,,,,,,,,,,,,,,,,25,kurvanti,act,
3,,,,,,,,,,,,,,,,,,,25,bhārata,scion of Bharat (Arjun),
3,,,,,,,,,,,,,,,,,,,25,kuryāt,should do,
3,,,,,,,,,,,,,,,,,,,25,vidvān,the wise,
3,,,,,,,,,,,,,,,,,,,25,tathā,thus,
3,,,,,,,,,,,,,,,,,,,25,asaktaḥ,unattached,
3,,,,,,,,,,,,,,,,,,,25,chikīrṣhuḥ,wishing,
3,,,,,,,,,,,,,,,,,,,25,loka,saṅgraham,
3,,,,,,,,,,,,,,,,,,,26,na,not,
3,,,,,,,,,,,,,,,,,,,26,buddhi,bhedam,
3,,,,,,,,,,,,,,,,,,,26,janayet,should create,
3,,,,,,,,,,,,,,,,,,,26,ajñānām,of the ignorant,
3,,,,,,,,,,,,,,,,,,,26,karma,saṅginām,
3,,,,,,,,,,,,,,,,,,,26,joṣhayet,should inspire (them) to perform,
3,,,,,,,,,,,,,,,,,,,26,sarva,all,
3,,,,,,,,,,,,,,,,,,,26,karmāṇi,prescribed,
3,,,,,,,,,,,,,,,,,,,26,vidvān,the wise,
3,,,,,,,,,,,,,,,,,,,26,yuktaḥ,enlightened,
3,,,,,,,,,,,,,,,,,,,26,samācharan,performing properly,
3,,,,,,,,,,,,,,,,,,,27,prakṛiteḥ,of material nature,
3,,,,,,,,,,,,,,,,,,,27,kriyamāṇāni,carried out,
3,,,,,,,,,,,,,,,,,,,27,guṇaiḥ,by the three modes,
3,,,,,,,,,,,,,,,,,,,27,karmāṇi,activities,
3,,,,,,,,,,,,,,,,,,,27,sarvaśhaḥ,all kinds of,
3,,,,,,,,,,,,,,,,,,,27,ahankāra,vimūḍha,
3,,,,,,,,,,,,,,,,,,,27,kartā,the doer,
3,,,,,,,,,,,,,,,,,,,27,aham,I,
3,,,,,,,,,,,,,,,,,,,27,iti,thus,
3,,,,,,,,,,,,,,,,,,,27,manyate,thinks,
3,,,,,,,,,,,,,,,,,,,28,tattva,vit,
3,,,,,,,,,,,,,,,,,,,28,tu,but,
3,,,,,,,,,,,,,,,,,,,28,mahā,bāho,
3,,,,,,,,,,,,,,,,,,,28,guṇa,karma,
3,,,,,,,,,,,,,,,,,,,28,vibhāgayoḥ,distinguish,
3,,,,,,,,,,,,,,,,,,,28,guṇāḥ,"modes of material nature in the shape of the senses, mind, and others",
3,,,,,,,,,,,,,,,,,,,28,guṇeṣhu,modes of material nature in the shape of objects of perception,
3,,,,,,,,,,,,,,,,,,,28,vartante,are engaged,
3,,,,,,,,,,,,,,,,,,,28,iti,thus,
3,,,,,,,,,,,,,,,,,,,28,matvā,knowing,
3,,,,,,,,,,,,,,,,,,,28,na,never,
3,,,,,,,,,,,,,,,,,,,28,sajjate,becomes attached,
3,,,,,,,,,,,,,,,,,,,29,prakṛiteḥ,of material nature,
3,,,,,,,,,,,,,,,,,,,29,guṇa,by the modes of material nature,
3,,,,,,,,,,,,,,,,,,,29,sammūḍhāḥ,deluded,
3,,,,,,,,,,,,,,,,,,,29,sajjante,become attached,
3,,,,,,,,,,,,,,,,,,,29,guṇa,karmasu,
3,,,,,,,,,,,,,,,,,,,29,tān,those,
3,,,,,,,,,,,,,,,,,,,29,akṛitsna,vidaḥ,
3,,,,,,,,,,,,,,,,,,,29,mandān,the ignorant,
3,,,,,,,,,,,,,,,,,,,29,kṛitsna,vit,
3,,,,,,,,,,,,,,,,,,,29,na vichālayet,should not unsettle,
3,,,,,,,,,,,,,,,,,,,30,mayi,unto me,
3,,,,,,,,,,,,,,,,,,,30,sarvāṇi,all,
3,,,,,,,,,,,,,,,,,,,30,karmāṇi,works,
3,,,,,,,,,,,,,,,,,,,30,sannyasya,renouncing completely,
3,,,,,,,,,,,,,,,,,,,30,adhyātma,chetasā,
3,,,,,,,,,,,,,,,,,,,30,nirāśhīḥ,free from hankering for the results of the actions,
3,,,,,,,,,,,,,,,,,,,30,nirmamaḥ,without ownership,
3,,,,,,,,,,,,,,,,,,,30,bhūtvā,so being,
3,,,,,,,,,,,,,,,,,,,30,yudhyasva,fight,
3,,,,,,,,,,,,,,,,,,,30,vigata,jvaraḥ,
3,,,,,,,,,,,,,,,,,,,31,ye,who,
3,,,,,,,,,,,,,,,,,,,31,me,my,
3,,,,,,,,,,,,,,,,,,,31,matam,teachings,
3,,,,,,,,,,,,,,,,,,,31,idam,these,
3,,,,,,,,,,,,,,,,,,,31,nityam,constantly,
3,,,,,,,,,,,,,,,,,,,31,anutiṣhṭhanti,abide by,
3,,,,,,,,,,,,,,,,,,,31,mānavāḥ,human beings,
3,,,,,,,,,,,,,,,,,,,31,śhraddhā,vantaḥ,
3,,,,,,,,,,,,,,,,,,,31,anasūyantaḥ,free from envy,
3,,,,,,,,,,,,,,,,,,,31,muchyante,become free,
3,,,,,,,,,,,,,,,,,,,31,te,those,
3,,,,,,,,,,,,,,,,,,,31,api,also,
3,,,,,,,,,,,,,,,,,,,31,karmabhiḥ,from the bondage of karma,
3,,,,,,,,,,,,,,,,,,,32,ye,those,
3,,,,,,,,,,,,,,,,,,,32,tu,but,
3,,,,,,,,,,,,,,,,,,,32,etat,this,
3,,,,,,,,,,,,,,,,,,,32,abhyasūyantaḥ,cavilling,
3,,,,,,,,,,,,,,,,,,,32,na,not,
3,,,,,,,,,,,,,,,,,,,32,anutiṣhṭhanti,follow,
3,,,,,,,,,,,,,,,,,,,32,me,my,
3,,,,,,,,,,,,,,,,,,,32,matam,teachings,
3,,,,,,,,,,,,,,,,,,,32,sarva,jñāna,
3,,,,,,,,,,,,,,,,,,,32,vimūḍhān,deluded,
3,,,,,,,,,,,,,,,,,,,32,tān,they are,
3,,,,,,,,,,,,,,,,,,,32,viddhi,know,
3,,,,,,,,,,,,,,,,,,,32,naṣhṭān,ruined,
3,,,,,,,,,,,,,,,,,,,32,achetasaḥ,devoid of discrimination,
3,,,,,,,,,,,,,,,,,,,33,sadṛiśham,accordingly,
3,,,,,,,,,,,,,,,,,,,33,cheṣhṭate,act,
3,,,,,,,,,,,,,,,,,,,33,svasyāḥ,by their own,
3,,,,,,,,,,,,,,,,,,,33,prakṛiteḥ,modes of nature,
3,,,,,,,,,,,,,,,,,,,33,jñāna,vān,
3,,,,,,,,,,,,,,,,,,,33,api,even,
3,,,,,,,,,,,,,,,,,,,33,prakṛitim,nature,
3,,,,,,,,,,,,,,,,,,,33,yānti,follow,
3,,,,,,,,,,,,,,,,,,,33,bhūtāni,all living beings,
3,,,,,,,,,,,,,,,,,,,33,nigrahaḥ,repression,
3,,,,,,,,,,,,,,,,,,,33,kim,what,
3,,,,,,,,,,,,,,,,,,,33,kariṣhyati,will do,
3,,,,,,,,,,,,,,,,,,,34,indriyasya,of the senses,
3,,,,,,,,,,,,,,,,,,,34,indriyasya arthe,in the sense objects,
3,,,,,,,,,,,,,,,,,,,34,rāga,attachment,
3,,,,,,,,,,,,,,,,,,,34,dveṣhau,aversion,
3,,,,,,,,,,,,,,,,,,,34,vyavasthitau,situated,
3,,,,,,,,,,,,,,,,,,,34,tayoḥ,of them,
3,,,,,,,,,,,,,,,,,,,34,na,never,
3,,,,,,,,,,,,,,,,,,,34,vaśham,be controlled,
3,,,,,,,,,,,,,,,,,,,34,āgachchhet,should become,
3,,,,,,,,,,,,,,,,,,,34,tau,those,
3,,,,,,,,,,,,,,,,,,,34,hi,certainly,
3,,,,,,,,,,,,,,,,,,,34,asya,for him,
3,,,,,,,,,,,,,,,,,,,34,paripanthinau,foes,
3,,,,,,,,,,,,,,,,,,,35,śhreyān,better,
3,,,,,,,,,,,,,,,,,,,35,swa,dharmaḥ,
3,,,,,,,,,,,,,,,,,,,35,viguṇaḥ,tinged with faults,
3,,,,,,,,,,,,,,,,,,,35,para,dharmāt,
3,,,,,,,,,,,,,,,,,,,35,su,anuṣhṭhitāt,
3,,,,,,,,,,,,,,,,,,,35,swa,dharme,
3,,,,,,,,,,,,,,,,,,,35,nidhanam,death,
3,,,,,,,,,,,,,,,,,,,35,śhreyaḥ,better,
3,,,,,,,,,,,,,,,,,,,35,para,dharmaḥ,
3,,,,,,,,,,,,,,,,,,,35,bhaya,āvahaḥ,
3,,,,,,,,,,,,,,,,,,,36,arjunaḥ uvācha,Arjun said,
3,,,,,,,,,,,,,,,,,,,36,atha,then,
3,,,,,,,,,,,,,,,,,,,36,kena,by what,
3,,,,,,,,,,,,,,,,,,,36,prayuktaḥ,impelled,
3,,,,,,,,,,,,,,,,,,,36,ayam,one,
3,,,,,,,,,,,,,,,,,,,36,pāpam,sins,
3,,,,,,,,,,,,,,,,,,,36,charati,commit,
3,,,,,,,,,,,,,,,,,,,36,pūruṣhaḥ,a person,
3,,,,,,,,,,,,,,,,,,,36,anichchhan,unwillingly,
3,,,,,,,,,,,,,,,,,,,36,api,even,
3,,,,,,,,,,,,,,,,,,,36,vārṣhṇeya,"he who belongs to the Vrishni clan, Shree Krishna",
3,,,,,,,,,,,,,,,,,,,36,balāt,by force,
3,,,,,,,,,,,,,,,,,,,36,iva,as if,
3,,,,,,,,,,,,,,,,,,,36,niyojitaḥ,engaged,
3,,,,,,,,,,,,,,,,,,,37,śhri,bhagavān uvācha,
3,,,,,,,,,,,,,,,,,,,37,kāmaḥ,desire,
3,,,,,,,,,,,,,,,,,,,37,eṣhaḥ,this,
3,,,,,,,,,,,,,,,,,,,37,krodhaḥ,wrath,
3,,,,,,,,,,,,,,,,,,,37,eṣhaḥ,this,
3,,,,,,,,,,,,,,,,,,,37,rajaḥ,guṇa,
3,,,,,,,,,,,,,,,,,,,37,samudbhavaḥ,born of,
3,,,,,,,,,,,,,,,,,,,37,mahā,aśhanaḥ,
3,,,,,,,,,,,,,,,,,,,37,mahā,pāpmā,
3,,,,,,,,,,,,,,,,,,,37,viddhi,know,
3,,,,,,,,,,,,,,,,,,,37,enam,this,
3,,,,,,,,,,,,,,,,,,,37,iha,in the material world,
3,,,,,,,,,,,,,,,,,,,37,vairiṇam,the enemy,
3,,,,,,,,,,,,,,,,,,,38,dhūmena,by smoke,
3,,,,,,,,,,,,,,,,,,,38,āvriyate,is covered,
3,,,,,,,,,,,,,,,,,,,38,vahniḥ,fire,
3,,,,,,,,,,,,,,,,,,,38,yathā,just as,
3,,,,,,,,,,,,,,,,,,,38,ādarśhaḥ,mirror,
3,,,,,,,,,,,,,,,,,,,38,malena,by dust,
3,,,,,,,,,,,,,,,,,,,38,cha,also,
3,,,,,,,,,,,,,,,,,,,38,yathā,just as,
3,,,,,,,,,,,,,,,,,,,38,ulbena,by the womb,
3,,,,,,,,,,,,,,,,,,,38,āvṛitaḥ,is covered,
3,,,,,,,,,,,,,,,,,,,38,garbhaḥ,embryo,
3,,,,,,,,,,,,,,,,,,,38,tathā,similarly,
3,,,,,,,,,,,,,,,,,,,38,tena,by that (desire),
3,,,,,,,,,,,,,,,,,,,38,idam,this,
3,,,,,,,,,,,,,,,,,,,38,āvṛitam,is covered,
3,,,,,,,,,,,,,,,,,,,39,āvṛitam,covered,
3,,,,,,,,,,,,,,,,,,,39,jñānam,knowledge,
3,,,,,,,,,,,,,,,,,,,39,etena,by this,
3,,,,,,,,,,,,,,,,,,,39,jñāninaḥ,of the wise,
3,,,,,,,,,,,,,,,,,,,39,nitya,vairiṇā,
3,,,,,,,,,,,,,,,,,,,39,kāma,rūpeṇa,
3,,,,,,,,,,,,,,,,,,,39,kaunteya,Arjun the son of Kunti,
3,,,,,,,,,,,,,,,,,,,39,duṣhpūreṇa,insatiable,
3,,,,,,,,,,,,,,,,,,,39,analena,like fire,
3,,,,,,,,,,,,,,,,,,,39,cha,and,
3,,,,,,,,,,,,,,,,,,,40,indriyāṇi,the senses,
3,,,,,,,,,,,,,,,,,,,40,manaḥ,the mind,
3,,,,,,,,,,,,,,,,,,,40,buddhiḥ,the intellect,
3,,,,,,,,,,,,,,,,,,,40,asya,of this,
3,,,,,,,,,,,,,,,,,,,40,adhiṣhṭhānam,dwelling place,
3,,,,,,,,,,,,,,,,,,,40,uchyate,are said to be,
3,,,,,,,,,,,,,,,,,,,40,etaiḥ,by these,
3,,,,,,,,,,,,,,,,,,,40,vimohayati,deludes,
3,,,,,,,,,,,,,,,,,,,40,eṣhaḥ,this,
3,,,,,,,,,,,,,,,,,,,40,jñānam,knowledge,
3,,,,,,,,,,,,,,,,,,,40,āvṛitya,clouds,
3,,,,,,,,,,,,,,,,,,,40,dehinam,the embodied soul,
3,,,,,,,,,,,,,,,,,,,41,tasmāt,therefore,
3,,,,,,,,,,,,,,,,,,,41,tvam,you,
3,,,,,,,,,,,,,,,,,,,41,indriyāṇi,senses,
3,,,,,,,,,,,,,,,,,,,41,ādau,in the very beginning,
3,,,,,,,,,,,,,,,,,,,41,niyamya,having controlled,
3,,,,,,,,,,,,,,,,,,,41,bharata,ṛiṣhabha,
3,,,,,,,,,,,,,,,,,,,41,pāpmānam,the sinful,
3,,,,,,,,,,,,,,,,,,,41,prajahi,slay,
3,,,,,,,,,,,,,,,,,,,41,hi,certainly,
3,,,,,,,,,,,,,,,,,,,41,enam,this,
3,,,,,,,,,,,,,,,,,,,41,jñāna,knowledge,
3,,,,,,,,,,,,,,,,,,,41,vijñāna,realization,
3,,,,,,,,,,,,,,,,,,,41,nāśhanam,the destroyer,
3,,,,,,,,,,,,,,,,,,,42,indriyāṇi,senses,
3,,,,,,,,,,,,,,,,,,,42,parāṇi,superior,
3,,,,,,,,,,,,,,,,,,,42,āhuḥ,are said,
3,,,,,,,,,,,,,,,,,,,42,indriyebhyaḥ,than the senses,
3,,,,,,,,,,,,,,,,,,,42,param,superior,
3,,,,,,,,,,,,,,,,,,,42,manaḥ,the mind,
3,,,,,,,,,,,,,,,,,,,42,manasaḥ,than the mind,
3,,,,,,,,,,,,,,,,,,,42,tu,but,
3,,,,,,,,,,,,,,,,,,,42,parā,superior,
3,,,,,,,,,,,,,,,,,,,42,buddhiḥ,intellect,
3,,,,,,,,,,,,,,,,,,,42,yaḥ,who,
3,,,,,,,,,,,,,,,,,,,42,buddheḥ,than the intellect,
3,,,,,,,,,,,,,,,,,,,42,parataḥ,more superior,
3,,,,,,,,,,,,,,,,,,,42,tu,but,
3,,,,,,,,,,,,,,,,,,,42,saḥ,that (soul),
3,,,,,,,,,,,,,,,,,,,43,evam,thus,
3,,,,,,,,,,,,,,,,,,,43,buddheḥ,than the intellect,
3,,,,,,,,,,,,,,,,,,,43,param,superior,
3,,,,,,,,,,,,,,,,,,,43,buddhvā,knowing,
3,,,,,,,,,,,,,,,,,,,43,sanstabhya,subdue,
3,,,,,,,,,,,,,,,,,,,43,ātmānam,"the lower self (senses, mind, and intellect)",
3,,,,,,,,,,,,,,,,,,,43,ātmanā,by higher self (soul),
3,,,,,,,,,,,,,,,,,,,43,jahi,kill,
3,,,,,,,,,,,,,,,,,,,43,śhatrum,the enemy,
3,,,,,,,,,,,,,,,,,,,43,mahā,bāho,
3,,,,,,,,,,,,,,,,,,,43,kāma,rūpam,
3,,,,,,,,,,,,,,,,,,,43,durāsadam,formidable,
4,,,,,,,,,,,,,,,,,,,1,śhrī,bhagavān uvācha,
4,,,,,,,,,,,,,,,,,,,1,imam,this,
4,,,,,,,,,,,,,,,,,,,1,vivasvate,to the Sun God,
4,,,,,,,,,,,,,,,,,,,1,yogam,the science of Yog,
4,,,,,,,,,,,,,,,,,,,1,proktavān,taught,
4,,,,,,,,,,,,,,,,,,,1,aham,I,
4,,,,,,,,,,,,,,,,,,,1,avyayam,eternal,
4,,,,,,,,,,,,,,,,,,,1,vivasvān,Sun God,
4,,,,,,,,,,,,,,,,,,,1,manave,"to Manu, the original progenitor of humankind",
4,,,,,,,,,,,,,,,,,,,1,prāha,told,
4,,,,,,,,,,,,,,,,,,,1,manuḥ,Manu,
4,,,,,,,,,,,,,,,,,,,1,ikṣhvākave,"to Ikshvaku, first king of the Solar dynasty",
4,,,,,,,,,,,,,,,,,,,1,abravīt,instructed,
4,,,,,,,,,,,,,,,,,,,2,evam,thus,
4,,,,,,,,,,,,,,,,,,,2,paramparā,in a continuous tradition,
4,,,,,,,,,,,,,,,,,,,2,prāptam,received,
4,,,,,,,,,,,,,,,,,,,2,imam,this (science),
4,,,,,,,,,,,,,,,,,,,2,rāja,ṛiṣhayaḥ,
4,,,,,,,,,,,,,,,,,,,2,viduḥ,understood,
4,,,,,,,,,,,,,,,,,,,2,saḥ,that,
4,,,,,,,,,,,,,,,,,,,2,kālena,with the long passage of time,
4,,,,,,,,,,,,,,,,,,,2,iha,in this world,
4,,,,,,,,,,,,,,,,,,,2,mahatā,great,
4,,,,,,,,,,,,,,,,,,,2,yogaḥ,the science of Yog,
4,,,,,,,,,,,,,,,,,,,2,naṣhṭaḥ,lost,
4,,,,,,,,,,,,,,,,,,,2,parantapa,"Arjun, the scorcher of foes",
4,,,,,,,,,,,,,,,,,,,3,saḥ,that,
4,,,,,,,,,,,,,,,,,,,3,eva,certainly,
4,,,,,,,,,,,,,,,,,,,3,ayam,this,
4,,,,,,,,,,,,,,,,,,,3,mayā,by me,
4,,,,,,,,,,,,,,,,,,,3,te,unto you,
4,,,,,,,,,,,,,,,,,,,3,adya,today,
4,,,,,,,,,,,,,,,,,,,3,yogaḥ,the science of Yog,
4,,,,,,,,,,,,,,,,,,,3,proktaḥ,reveal,
4,,,,,,,,,,,,,,,,,,,3,purātanaḥ,ancient,
4,,,,,,,,,,,,,,,,,,,3,bhaktaḥ,devotee,
4,,,,,,,,,,,,,,,,,,,3,asi,you are,
4,,,,,,,,,,,,,,,,,,,3,me,my,
4,,,,,,,,,,,,,,,,,,,3,sakhā,friend,
4,,,,,,,,,,,,,,,,,,,3,cha,and,
4,,,,,,,,,,,,,,,,,,,3,iti,therefore,
4,,,,,,,,,,,,,,,,,,,3,rahasyam,secret,
4,,,,,,,,,,,,,,,,,,,3,hi,certainly,
4,,,,,,,,,,,,,,,,,,,3,etat,this,
4,,,,,,,,,,,,,,,,,,,3,uttamam,supreme,
4,,,,,,,,,,,,,,,,,,,4,arjunaḥ uvācha,Arjun said,
4,,,,,,,,,,,,,,,,,,,4,aparam,later,
4,,,,,,,,,,,,,,,,,,,4,bhavataḥ,your,
4,,,,,,,,,,,,,,,,,,,4,janma,birth,
4,,,,,,,,,,,,,,,,,,,4,param,prior,
4,,,,,,,,,,,,,,,,,,,4,janma,birth,
4,,,,,,,,,,,,,,,,,,,4,vivasvataḥ,"Vivasvan, the Sun God",
4,,,,,,,,,,,,,,,,,,,4,katham,how,
4,,,,,,,,,,,,,,,,,,,4,etat,this,
4,,,,,,,,,,,,,,,,,,,4,vijānīyām,am I to understand,
4,,,,,,,,,,,,,,,,,,,4,tvam,you,
4,,,,,,,,,,,,,,,,,,,4,ādau,in the beginning,
4,,,,,,,,,,,,,,,,,,,4,proktavān,taught,
4,,,,,,,,,,,,,,,,,,,4,iti,thus,
4,,,,,,,,,,,,,,,,,,,5,śhrī,bhagavān uvācha,
4,,,,,,,,,,,,,,,,,,,5,bahūni,many,
4,,,,,,,,,,,,,,,,,,,5,me,of mine,
4,,,,,,,,,,,,,,,,,,,5,vyatītāni,have passed,
4,,,,,,,,,,,,,,,,,,,5,janmāni,births,
4,,,,,,,,,,,,,,,,,,,5,tava,of yours,
4,,,,,,,,,,,,,,,,,,,5,cha,and,
4,,,,,,,,,,,,,,,,,,,5,arjuna,Arjun,
4,,,,,,,,,,,,,,,,,,,5,tāni,them,
4,,,,,,,,,,,,,,,,,,,5,aham,I,
4,,,,,,,,,,,,,,,,,,,5,veda,know,
4,,,,,,,,,,,,,,,,,,,5,sarvāṇi,all,
4,,,,,,,,,,,,,,,,,,,5,na,not,
4,,,,,,,,,,,,,,,,,,,5,tvam,you,
4,,,,,,,,,,,,,,,,,,,5,vettha,know,
4,,,,,,,,,,,,,,,,,,,5,parantapa,"Arjun, the scorcher of foes",
4,,,,,,,,,,,,,,,,,,,6,ajaḥ,unborn,
4,,,,,,,,,,,,,,,,,,,6,api,although,
4,,,,,,,,,,,,,,,,,,,6,san,being so,
4,,,,,,,,,,,,,,,,,,,6,avyaya ātmā,Imperishable nature,
4,,,,,,,,,,,,,,,,,,,6,bhūtānām,of (all) beings,
4,,,,,,,,,,,,,,,,,,,6,īśhvaraḥ,the Lord,
4,,,,,,,,,,,,,,,,,,,6,api,although,
4,,,,,,,,,,,,,,,,,,,6,san,being,
4,,,,,,,,,,,,,,,,,,,6,prakṛitim,nature,
4,,,,,,,,,,,,,,,,,,,6,svām,of myself,
4,,,,,,,,,,,,,,,,,,,6,adhiṣhṭhāya,situated,
4,,,,,,,,,,,,,,,,,,,6,sambhavāmi,I manifest,
4,,,,,,,,,,,,,,,,,,,6,ātma,māyayā,
4,,,,,,,,,,,,,,,,,,,7,yadā yadā,whenever,
4,,,,,,,,,,,,,,,,,,,7,hi,certainly,
4,,,,,,,,,,,,,,,,,,,7,dharmasya,of righteousness,
4,,,,,,,,,,,,,,,,,,,7,glāniḥ,decline,
4,,,,,,,,,,,,,,,,,,,7,bhavati,is,
4,,,,,,,,,,,,,,,,,,,7,bhārata,"Arjun, descendant of Bharat",
4,,,,,,,,,,,,,,,,,,,7,abhyutthānam,increase,
4,,,,,,,,,,,,,,,,,,,7,adharmasya,of unrighteousness,
4,,,,,,,,,,,,,,,,,,,7,tadā,at that time,
4,,,,,,,,,,,,,,,,,,,7,ātmānam,self,
4,,,,,,,,,,,,,,,,,,,7,sṛijāmi,manifest,
4,,,,,,,,,,,,,,,,,,,7,aham,I,
4,,,,,,,,,,,,,,,,,,,8,paritrāṇāya,to protect,
4,,,,,,,,,,,,,,,,,,,8,sādhūnām,the righteous,
4,,,,,,,,,,,,,,,,,,,8,vināśhāya,to annihilate,
4,,,,,,,,,,,,,,,,,,,8,cha,and,
4,,,,,,,,,,,,,,,,,,,8,duṣhkṛitām,the wicked,
4,,,,,,,,,,,,,,,,,,,8,dharma,the eternal religion,
4,,,,,,,,,,,,,,,,,,,8,sansthāpana,arthāya,
4,,,,,,,,,,,,,,,,,,,8,sambhavāmi,I appear,
4,,,,,,,,,,,,,,,,,,,8,yuge yuge,age after age,
4,,,,,,,,,,,,,,,,,,,9,janma,birth,
